url,View(s),Reply(s),Phone Provider,Phone Type,Subject,Question,Question Author Level,Question Author Qualities,Num Also Have Question,Answer,Accepted Answer Helpfulness,Answer Author Level,Other Helpful Answers
https://us.community.samsung.com/t5/Galaxy-S8-Questions-and-Answers/S-Health-app-only-showing-workout-area-instead-of-detailed-route/m-p/172473#M22038,230,3,Samsung,Galaxy S8,S Health app only showing workout  area instead of detailed route,"
Hi. I'm starting to use S  Health on my S8 (with a Gear Fit 2) to monitor my workouts. For some reason, instead of  showing maps of where I've walked/run, the app just shows vague circular 'workout areas'. I've checked location permissions and everything seems to be enabled. How can I get the maps showing correctly? 



						
							Solved!
						
						Go to Solution.



",Asteroid,,,"
I gave up trying with Samsung, as their support people really don't seem to know much about their products. I eventually found the answer through experimentation....Automatically detected/recorded workouts show these vague, orange 'workout areas'. To get a map, you have to record the workout manually....go into S Health and start a workout. You will then be shown your route on a proper map once the workout is over.


",0,Asteroid,[]
https://us.community.samsung.com/t5/Galaxy-S8-Questions-and-Answers/S8-plus-back-glass-cracked/m-p/148204#M21624,1178,7,Samsung,Galaxy S8,S8 plus back glass cracked,"
Hi guys,Dropped  my brand new s8 plus.How much it cost to repair the back glass. 



						
							Solved!
						
						Go to Solution.



",Constellation,,,"
Hi there @userMDxzNKR0kK I would recommend getting in touch with our support team to set up an evaluation and potential repair for your device. You can do so through our Twitter https://twitter.com/samsungsupport , Facebook https://www.facebook.com/samsungsupport/ or by calling 1 (800) 726-7864.


",0,Samsung Moderator,[]
https://us.community.samsung.com/t5/Galaxy-S8-Questions-and-Answers/S8-stuck-on-initial-setup/m-p/90859#M134,6473,8,Samsung,Galaxy S8,S8 stuck on initial setup,"
Hello. Turning on the S8 with an active Sim card for the first time. During set up its stuck on the ""checking network"" screen. 
 
Any thoughts ?



						
							Solved!
						
						Go to Solution.



",Asteroid,,,"
Out of curiosity, have you tried removing the SIM-card altogether and just seeing if it will let you skip that part of the setup? Then once the phone is fully booted up and back to normal, put the SIM back in, and get everything synced up correctly.

Be sure to click "" ✓ Accept as Solution"" when you find an answer that works for you. If a post stand out to you, perhaps you could give that post a star to show other community members they were able to assist or was relevant to you. 



",1,Honored Contributor,"['\nOut of curiosity, have you tried removing the SIM-card altogether and just seeing if it will let you skip that part of the setup? Then once the phone is fully booted up and back to normal, put the SIM back in, and get everything synced up correctly.\n\nBe sure to click "" ✓ Accept as Solution"" when you find an answer that works for you. If a post stand out to you, perhaps you could give that post a star to show other community members they were able to assist or was relevant to you. \n\n\n\n']"
https://us.community.samsung.com/t5/Galaxy-S8-Questions-and-Answers/Infinity-wallpaper-not-working/m-p/100106#M2498,1380,3,Samsung,Galaxy S8,Infinity wallpaper not working,"
In the wallpaper and themes setting I set the infinity wallpaper, which is said to be applied to my home screen, lock screen, and always on display. It works on the home and lock screen but it doesn't show up on my always on display. The only thing there is what I had previously set.



						
							Solved!
						
						Go to Solution.



",Constellation,,,"
Go to ""settings"", then choose ""lock screen and security"", and then find the options for always on display... select the clock format you want and then you will be given options about background, color, etc.  Make sure you select ""none"" for the background. Then see if the infinity shows up...


",2,Cosmic Ray,"['\nGo to ""settings"", then choose ""lock screen and security"", and then find the options for always on display... select the clock format you want and then you will be given options about background, color, etc.\xa0\xa0Make sure you select ""none"" for the background. Then see if the infinity shows up...\n\n\n']"
https://us.community.samsung.com/t5/Galaxy-S8-Questions-and-Answers/Help-Please-fix-this-S8-10-3-2017-Update-G955USQS1AQ16-causing/m-p/180182#M21648,131,3,Samsung,Galaxy S8,Help Please fix this!  S8+ 10/3/2017 Update G955USQS1AQ16 causing Messages to e-mail text messages,"
My Verizon S8+ was updated last night (10/3/2017) to version G955USQS1AQ16.  All day every single text message I've received has also been e-mailed to me.  This is very annoying.  How do I stop this, assuming I can?  If this is a bug and not a  changable option, please fix it fast!  I get enough e-mail without having all my text messages e-mailed to me.



						
							Solved!
						
						Go to Solution.



",Cosmic Ray,,,"
Hello @usererYC69iGf4
This is an odd thing for an update to change. Normally that is an option selected when the email account is first set up on the phone. In fact, the only way I know for sure to get rid of that option is to remove your email account then re-add it. It should ask if you want texts emailed to you in that set up process and you can select 'No' then.  

Be sure to click "" ✓ Accept as Solution"" when you find an answer that works for you.



",0,Samsung Moderator,[]
https://us.community.samsung.com/t5/Galaxy-S8-Questions-and-Answers/Bixby-voice-wake-up/m-p/143074#M14934,3792,16,Samsung,Galaxy S8,Bixby voice wake up,"
Voice wake up is not working,I've tried clearing cache,re recording.To no avail.It does respond by button.Any suggestions?



						
							Solved!
						
						Go to Solution.



",Constellation,,,"
@userAqwzkpNk1t Have you tried clearing the cache partition on your phone? Instructions on this procedure can be found here http://bit.ly/2uUZI5e. 


",0,Samsung Moderator,['\nSorry. You can find it HERE. \xa0\n\n\n']
https://us.community.samsung.com/t5/Galaxy-S8-Questions-and-Answers/New-to-the-Samsung-Cloud/m-p/96741#M7395,54834,19,Samsung,Galaxy S8,New to the Samsung Cloud,"
I'm new to the cloud on my S8+ and I'm not sure what I'm doing. I get how it syncs but am I able to delete a pic from my phone and keep it on the cloud? After I've synced and go to Gallery and select a pic to delete I get a pop-up that says ""1 item in Samsung Cloud will be moved to Samsung Clouds trash."" That message leads me to believe that I'm deleting the pic from my phone and the cloud, correct? Also, where do I go to see what all I have in the cloud?
 
Sorry for the amateurish questions. Thank you!



						
							Solved!
						
						Go to Solution.



",Galaxy,,,"
No worries, @Scott16475! I'll be happy to help you out with the cloud.
 
Unfortunately, once you sync your gallery to the cloud, the gallery essentially becomes the could (unless you used up all of the available storage) so you can't delete pictures only from the phone. However, if you have an SD card, you could move the pictures to the card to try and get around this. 
 
You can check to see what pictures are on the cloud from within the gallery app! Just go to Gallery>Settings>Cloud View to check that out. 
 
If you still have trouble with the Cloud, would you mind letting me know what carrier you have? I know Verizon has there own cloud storage, which could change a few things with this. 

Be sure to click "" ✓ Accept as Solution"" when you find an answer that works for you.



",0,Community Manager,"['\nThanks for joining in, @userxLGsY0ors3. Like Grant was saying, your carrier actually has it\'s own cloud storage option which you can find more information on\xa0here.\xa0This is probably why you\'re not able to find the Samsung Cloud App. Have you also checked within your Galaxy App store?\xa0\n\nBe sure to click "" ✓ Accept as Solution"" when you find an answer that works for you.\n\n\n\n', '\nMaybe\xa0this article\xa0can assist you with permanently deleting things from your cloud account. Let me know if it helps.\xa0\n\nBe sure to click "" ✓ Accept as Solution"" when you find an answer that works for you.\n\n\n\n']"
https://us.community.samsung.com/t5/Galaxy-S8-Questions-and-Answers/LED-notifications-not-working/m-p/91997#M598,25262,33,Samsung,Galaxy S8,LED notifications not working,"
I have the LED notifcations turned On, and for my email app and message app they are turned on there too. However the blue LED flashing light never comes on for incomming emails/messages, etc. It works on my wife's S7 with the same apps.



						
							Solved!
						
						Go to Solution.



",Asteroid,,,"
OK, I found the solution!!! Apparently it's a Google Andriod thing. In order for the LED notification to work, the app must have a sound. If you use silent, it doesn't work. What I did was download a silent ringtone (with 1 sec of silence), assigned that, and everything is fine now. Gee....thanks Google.


",3,Asteroid,"[""\nOK, I found the solution!!! Apparently it's a Google Andriod thing. In order for the LED notification to work, the app must have a sound. If you use silent, it doesn't work. What I did was download a silent ringtone (with 1 sec of silence), assigned that, and everything is fine now. Gee....thanks Google.\n\n\n""]"
https://us.community.samsung.com/t5/Galaxy-S8-Questions-and-Answers/s8-plus/m-p/177978#M21300,130,3,Samsung,Galaxy S8,s8 plus,"
			
				
					
						Verizon carrier had phone lest than 2 months when screen went black in left side and normal on right side. never dropped or water damage. received replacement device to have camera fail and flashlight can't work due to camera light in use. Note camera not working. Tech had me force stop camera the restart it worked for a day. today I turned phone on and the same issues happen with camera and flashlight. called tech support told to factory reset. which I did but once r we loaded same problems. So a second replacement device is being sent out. So I purchased a new phone that failed and now get a second replacement device. Samsung please fix problems.
					
				
			
			
				
			
			
				


						
							Solved!
						
						Go to Solution.



",Astronaut,,,"
			
				
					
						update: tried the steps listed to clear cache after a factory reset. Also a system update came in today. The 2nd devices is working. So I sent the replacement for the 2nd device back.
					
				
			
			
				
			
			
				

",0,Astronaut,[]
https://us.community.samsung.com/t5/Galaxy-S8-Questions-and-Answers/Call-Support-For-Broken-Screen/m-p/127068#M9719,489,8,Samsung,Galaxy S8,Call Support For Broken Screen,"
Let me get some basic information down: 1. My phone has the standard warranty, and complies to all regulations ie latest official software.2. My phone has a crack on the screen that does not render it useless, but is just cosmetically ugly.3. The damage was incurred accidentally whilst in my care.4. I own a Galaxy S8 Plus. With all of this, I would like to wonder if my warranty would cover (or help cover) a screen repair, and if so, how should I contact Samsung to request a repair?  Thanks!



						
							Solved!
						
						Go to Solution.



",Constellation,,,"
Hello @ChloZ
Technically physical damage of this nature very often voids warranty. Any repair would then have a cost associated with it. However, you can always reach out to Samsung directly via Phone (1-800-SAMSUNG/1-800-726-7864), Twitter, or even Facebook. Naturally you can also reach out to your carrier to see if they have a different option you might like more or maybe someone here in the Community has some other ideas!

Be sure to click "" ✓ Accept as Solution"" when you find an answer that works for you.



",1,Samsung Moderator,"['\nHello @ChloZ\nTechnically physical damage of this nature very often voids warranty. Any repair would then have a cost associated with it. However, you can always reach\xa0out to Samsung directly via Phone (1-800-SAMSUNG/1-800-726-7864), Twitter, or even Facebook. Naturally you can also reach out to your carrier to see if they have a different option you might like more or maybe someone here in the Community has some other ideas!\n\nBe sure to click "" ✓ Accept as Solution"" when you find an answer that works for you.\n\n\n\n']"
https://us.community.samsung.com/t5/Galaxy-S8-Questions-and-Answers/Can-t-return-phone-to-Samsung-for-repairs/m-p/117031#M6690,419,3,Samsung,Galaxy S8,Can't return phone to Samsung for repairs,"
A week or two after I got my S8, from Samsung Direct Sales (online), the mic stopped working. Tried multiple fixes, sat on the phone for an hour with a rep, went to Best Buy for a Samsung Experience rep to mess with it; nothing worked. Sent phone back in to Samsung under Samsung Premium Care. Phone was returned, unrepaired, because I didn't send in a Proof of Purchase. I HAD sent in my online receipt, but they gave me the wrong email address. Opened a second repair ticket, they gave me a different email address. Ticket closed again because they gave me the wrong address again for Proof of Purchase submission. Opened a third ticket and verified with online chat the address for Proff of Purchase submission. Sent PoP in and waited a day to check the status. I was told that my online receipt, FROM SAMSUNG, was not a valid Proof of Purchase. Argued with Repair for a while and they had me call Sales. Called Sales and argued with them for 10 minutes because they insisted that the online receipt I had was the only sales document/proof of purchase they produced. Repair department will not accept my phone without a proof of purchase that includes the IMEI and customer name. The receipt Samsung sends does not have an IMEI number on it, and apparently such a document does not exist in their systems. Repair told me to try sending an activation receipt from my provider. That would be great if i was getting first time service with my new phone or had bought it from them and was on a payment plan. As it is, ATT does not associate your IMEI with your service on your bill unless you purchase through them or are paying the phone off with them on an installment plan (I spent another 30 minutes on the phone with my provider to see if they had any documents that might meet the requirements; they did not). I would highly recommend against purchasing from Samsung Direct Sales, and if this is the hassle one can expect from Premium Care, I would recommend that you do not waste your money on that service either. They require ridiculous amount of documentation to process a repair, and depending on how you purchased your phone, said documentation may not exist that meets their criteria. It has been about two months since I purhased my phone, and as far as I can tell, the third repair ticket was closed as well because I haven't received any shipping labels, again. I find it absolutely ridiculous that Samsung will not repair a phone, that I bought from Samsung, because I don't have paperwork their own sales department does not provide, or that the receipt they did provide me is not sufficient to prove that I legally obtained the phone.



						
							Solved!
						
						Go to Solution.



",Constellation,,,"
Update**  After many phone calls and opening a total of five repair tickets, the repair department finally accepted the documents I had sent them as a proof of purchase and are repairing my phone, ONLY after one of the moderators from this forum got involved and was communicating with repair on my behalf. I think it has been about a month and a half since my phone stopped working correctly and I initiated the repair process. All I can say is good luck to anyone else who has a defective product purchased directly from Samsung...


",0,Constellation,[]
https://us.community.samsung.com/t5/Galaxy-S8-Questions-and-Answers/WiFi-Calling-and-VoLTE-on-Rogers-in-Canada/m-p/114663#M5682,756,10,Samsung,Galaxy S8,WiFi Calling and VoLTE on Rogers (in Canada),"
Just wondering if there's any information on if/when people who purchased their S8+'s from Samsung directly will be able to use WiFi Calling or VoLTE on Rogers in Canada? I've heard that users who have unlocked iPhones have access to these features, but not Samsung devices purchased direct from Samsung...  



						
							Solved!
						
						Go to Solution.



",Asteroid,,,"
I can certainly push along the information you gave. I don't see why they wouldn't let an unlocked Samsung phone, no matter where it was bought, work with VoLTE and Wifi Calling.

Be sure to click "" ✓ Accept as Solution"" when you find an answer that works for you.



",0,Samsung Moderator,[]
https://us.community.samsung.com/t5/Galaxy-S8-Questions-and-Answers/S8-plus-drops-wifi-randomly/m-p/139548#M19727,2364,10,Samsung,Galaxy S8,S8 plus drops wifi randomly,"
Has anyone else experienced their s8 plus losing wifi connection,  to be specific,  the wifi icon shows on but explanation point beside it . This has been happening to me but no one else's phone on the same wifi . It will come back on eventually.  



						
							Solved!
						
						Go to Solution.



",Cosmic Ray,,,"
Yes ours happening to me as well


",0,Constellation,"[""\nHow's this \xa0solution?\xa0\n\n\n"", '\nWhat is the solution?\xa0\n\n\n']"
https://us.community.samsung.com/t5/Galaxy-S8-Questions-and-Answers/No-visual-pop-up-notification-on-lock-screen/m-p/172034#M22083,345,3,Samsung,Galaxy S8,No visual pop up notification on lock screen,"
I just switched from ios and on my new s8 I can't seem to configure pop up notifications while my screen is locked. I can hear the audible notification but nothing shows so I have to unlock phone and open the app to see a message or email etc



						
							Solved!
						
						Go to Solution.



",Constellation,,,"
Hey guys! You can easily change lock screen notifications settings on Samsung galaxy S8 devices. In galaxy S8 and galaxy S8 plus device, you can see two options for set lock screen notifications, one is hide content and another is notifications icons only. These settings can be found withing Settings > Lock Screen & Security > Notifications. You can also customize what apps you actually receive notifications from and which ones will show content or just the icon when your screen is locked:

 
 

Hope this helps!  

Be sure to click "" ✓ Accept as Solution"" when you find an answer that works for you.



",0,Samsung Moderator,[]
https://us.community.samsung.com/t5/Galaxy-S8-Questions-and-Answers/Cannot-Compose-new-email-on-Samsung-email-app/m-p/171211#M20515,131,6,Samsung,Galaxy S8,Cannot 'Compose new email' on Samsung email app,"
Samsung S8 plus.The default email app.Account with Microsoft Office 365. Receiving messages ok.Replying and forwarding ok. When I use the + button and select 'Compose new email' to start a new email message, nothing happens. Starting a new calendar event works fine. What could be the reason that 'Compose new email! does not work, does not open the composition window at all, just stays on the same screen with listing of existing email message titles? All was fine a week ago.I removed the account and recreated it. Same.



						
							Solved!
						
						Go to Solution.



",Asteroid,,,"
Thanks, all ok so far since the reinstall.


",0,Asteroid,[]
https://us.community.samsung.com/t5/Galaxy-S8-Questions-and-Answers/samsung-s8-free-vr-promotion/m-p/111943#M5151,698,3,Samsung,Galaxy S8,samsung s8 free vr promotion,"
I ordered the free bundle of the infinitely immersive VR Gear free gift and it finally shows it was sent on the promotion status website but i have not received a tracking number or arrival date.



						
							Solved!
						
						Go to Solution.



",Constellation,,,"
From the date of your confirmation email, it should take 6-8 weeks for approved claims to have their gifts delivered. Once the tracking information is available on it, the promotional department should send you an email with it and you will also be able to see it on the status page. Bundles work a bit differently though since you had to actually go in and click the link to purchase it. I would recommend contacting our E-Commerce department since they handle online orders. You can call them at 1-855-726-8721.

Be sure to click "" ✓ Accept as Solution"" when you find an answer that works for you.



",0,Samsung Moderator,[]
https://us.community.samsung.com/t5/Galaxy-S8-Questions-and-Answers/Bluetooth-patch-update/m-p/105431#M3515,1330,13,Samsung,Galaxy S8,Bluetooth patch update,"
Samsung, with all of the blutooth problems can we expect a patch to a dress the connection issue? 



						
							Solved!
						
						Go to Solution.



",Asteroid,,,"
Samsung Team, congratulations on fixing the blutooth problem with the most recent patch. Today AT&T released a OTA update for my galaxy S8 and now I can connect to all of my previous devices and more importantly my car! It took awhile but well worth the wait! 


",0,Asteroid,"['\nThis is good news! Will Samsung announce when the update is ready for release?\n\n\n', ""\nSamsung it's been a long time since I wrote the original post and still no fix for the bluetooth issues. I hate to say it but it's time to move on to a different phone brand.\n\n\n"", ""\nSamsungViv wrote:The problem with announcing things like that is the update would be pushed out by carriers. Most carriers (to limit the strain on their servers) push out updates when a few fixes or changes are all ready. So some might take a bit longer than others making it hard for Samsung to know exactly when the pushes will come.I have really choppy bluetooth audio on my Samsung Galaxy S8 and it's super frustrating. Just bought it off Amazon on Prime day and the phone\xa0says that all the updates are current with mu carrier T-Mobile. The version I have is G950O1UEU1AQE3. T-Mobile has an update on July 8, but it doesn't mention Bluetooth and doesn't look the same as my version. How do I get the Bluetooth patch?\n\n\n""]"
https://us.community.samsung.com/t5/Galaxy-S8-Questions-and-Answers/Bixby-voice-update/m-p/119173#M7176,28717,377,Samsung,Galaxy S8,Bixby voice update,"
 If you are having the problem where you are told you have a bixby update and it won't update it's not a bug or anything. It's not ready to be updated yet. We will be able to update and use bixby voice in a few days 



						
							Solved!
						
						Go to Solution.



",Cosmic Ray,,,"
Soooo... I do know that they are working on getting all of that ready. Last I heard the update that would allow Bixby Voice would be in the next few weeks.  

Be sure to click "" ✓ Accept as Solution"" when you find an answer that works for you.



",4,Samsung Moderator,"['\nspring is almost over where is Bixby Voice.\xa0\n\n\n', '\nThis was posted on Sunday and today is Wednesday so its been ""a few days""Still no update on Bixby Voice........\n\n\n', '\nSoooo... I do know that they are working on getting all of that ready. Last I heard the update that would allow Bixby Voice would be in the next few weeks. \xa0\n\nBe sure to click "" ✓ Accept as Solution"" when you find an answer that works for you.\n\n\n\n', '\nI dont have bixby voice eaither i got my phone friday\xa0\n\n\n', ""\nThis is starting to look pretty bad for Samsung. This is suppose to be the best android phone out and they can't get their own assistance app working. \xa0I left apple for the s8. Starting to think I made a mistake.\xa0\n\n\n""]"
https://us.community.samsung.com/t5/Galaxy-S8-Questions-and-Answers/Terrible-customer-service-Good-luck-returning/m-p/107554#M3957,289,6,Samsung,Galaxy S8,Terrible customer service.. Good luck returning,"
Literally have called customer service 4 times already trying to return the **bleep** phone. First guy said it would up to 5 days for an RMA and email with return label. 2nd call on the 5th day said keep waiting. 3rd call the rep apparently upgraded the situation, said wait 1-2 days.  4th call, they said it's weekend, Ecommerce is off and there's nothing she could do. Called on May 2nd, today is the 16th and still nothing! No followup call or email whatsoever. How embarassing. There's no option to return online when most companies out there let you use an automated RMA system. This is the last time I'm buying a Samsung product. I had originally want to exchange because of tint issue, erratic Bixby button, and poor seal on the phone. Now I'm just going to return the **bleep** thing. The phone and the extra pack were over $1000! This is unacceptable for a multi billion dollar company, way to win back your customers.



						
							Solved!
						
						Go to Solution.



",Asteroid,,,"
I've been dealing with the same thing... I wanted to exchange my S8+ for a regular S8's and I called their e-commerce dept. The rep said he didn't know if that could be done but had to ask his supervisor who had already left for the day (which was ridiculous and unprofessional in itself) so I had to call the following day. The next day I was told I had to return the phones and re-purchase them... the whole process seemed inconvenient and ridiculous but I agreed and I was told I would get a return label 3-5 business days later. A week later, still no labels and I had to call once again... this time the rep stated my request for return labels was denied and I'm stuck with two phones that I don't even want. My mind is blown how terrible their service is, and any other reputable company would honor a simple request to exchange. Keep in mind I had the phones for about 2 weeks. I will never make the same mistake and order any product from this shady company again.


",0,Constellation,[]
https://us.community.samsung.com/t5/Galaxy-S8-Questions-and-Answers/In-Facebook-Text-Field-hidden-by-Keyboard/m-p/173067#M20754,94,3,Samsung,Galaxy S8,In Facebook - Text Field hidden by Keyboard,"
When I'm replying to posts, specifically posts I've made and am now replying to, the text input field becomes covered by the keyboard. I've tried adjusting the keyboard size and switching display resolution, but it still does it.  



						
							Solved!
						
						Go to Solution.



",Constellation,,,"
Thanks for the screenshots, @userMYse1oHXDQ. I've had this happen before on my phone, but was able to resolve the matter by closing out of the Facebook app and clearing the cache for it in my Application Manager. Have you tried this yet? Hope it helps. 

Be sure to click "" ✓ Accept as Solution"" when you find an answer that works for you.



",0,Samsung Moderator,[]
https://us.community.samsung.com/t5/Galaxy-S8-Questions-and-Answers/Bixby-Voice/m-p/171738#M20581,204,6,Samsung,Galaxy S8,Bixby Voice,"
Galaxy S8 through atnt in US. Bixby voice icon when pressed elicits a prompt to ""Start"" the set up process but when start is clicked it just goes back to bixby home screen. Under setting when bixby voice is tabbed on it automatically tabs off when i leave settings. Clicking Voice wakeup stops bixby and forces a restart of the app. When following the advice of clearing the cache/data of bixby related apps and restarting phone (which was unsuccessful) I noticed there was no bixby voice in the app manager. The only bixby apps in the app manager were (Bixby and Bixby Home).What is the fix?



						
							Solved!
						
						Go to Solution.



",Asteroid,,,"
Hey, @Connormb570. Thanks for the device info. It looks like you're several updates behind on your device, which could definitely interfere with Bixby. Is AT&T your original carrier on this device? 


",0,Samsung Moderator,[]
https://us.community.samsung.com/t5/Galaxy-S8-Questions-and-Answers/Where-is-the-microphone-for-sending-text-messages-with-my-voice/m-p/173525#M22089,204,4,Samsung,Galaxy S8,Where is the microphone for sending text messages with my voice?,"
Where is the microphone on the keypad when sending texts messages?  I used to do this often with my earpiece while driving but now I can't find the microphone to click on anywhere.



						
							Solved!
						
						Go to Solution.



",Asteroid,,,"
			
				
					
						if you're using Samsung keyboard it's on the bottom left side that shares the emojis key , you need to do a long press to access the microphone. You can also just hit the keyboard button in the far bottom right corner and click Google voice typing.
					
				
			
			
				
			
			
				

",0,Cosmic Ray,[]
https://us.community.samsung.com/t5/Galaxy-S8-Questions-and-Answers/Pop-up-quick-text-response/m-p/109395#M7742,311,2,Samsung,Galaxy S8,Pop up quick text response,"
I don't know how would work on the galaxy S7 edge but on the S6 edge I was able to quick response pop up messages on my phone and I want to know if there's a way to do it on the Galaxy S8 as well? 



						
							Solved!
						
						Go to Solution.



",Constellation,,,"
In the messages app go to settings click on notification(s) and turn on pop up display.


",0,Asteroid,[]
https://us.community.samsung.com/t5/Galaxy-S8-Questions-and-Answers/Bixby-not-working/m-p/126902#M9667,6517,14,Samsung,Galaxy S8,Bixby not working?,"
I just started trying to use Bixby on my phone, and I updated it as prompted.  Now I can get to a sign in screen, and when I try to sign into my account, it just goes back to my home screen (body, not Bixby).  Nothing I have tried makes Bixby progress beyond the sign in screen.  I tried clearing data and cache of all Bixby apps (found that in another thread), I have uninstalled updates, but then Bixby forces an update in order to even begin to work.  I have powered down and powered the phone back on, but nothing helps.  Suggestions?



						
							Solved!
						
						Go to Solution.



",Asteroid,,,"
I figured out the solution to the problem.    I needed to add my Samsung account to my accounts in the settings. Settings>Accounts>+Add account Once I did that, Bixby recongized my account and seems to be working.


",0,Asteroid,[]
https://us.community.samsung.com/t5/Galaxy-S8-Questions-and-Answers/Delayed-text-messages-s8-plus-HELP/m-p/161494#M19021,721,14,Samsung,Galaxy S8,Delayed text messages s8 plus. HELP!!!,"
 For almost almost 2 months now, I've been receiving my text messages really late. Sometimes even multiple days late. The latest at this point being 5 days! It's happening with both SMS and MMS messages and it's driving me nuts! I was on the phone with Sprint tech support for over an hour troubleshooting and they couldn't figure it out and said it was the phone. Does anyone have any ideas I can try!? Is anyone else having this problem? And it happens indoor and outdoor. 



						
							Solved!
						
						Go to Solution.



",Asteroid,,,"
@userfWuTK3qQUB go into your battery settings and go into optimized apps. Make sure the apps you are using aren't optimized. setting, device maintence, battery, battery usage, optimize battery usage(top right three dots), then hit show all apps in the drop down menu on the screen      


",0,Halo,[]
https://us.community.samsung.com/t5/Galaxy-S8-Questions-and-Answers/Samsung-Dex-undocking-glitch/m-p/122959#M8584,359,8,Samsung,Galaxy S8,Samsung Dex undocking glitch,"
need help with:-Status bar color after undocking from the Samsung Dex is gray on the home screen, will not change back to white unless I restart.-Google search widget inop, I have to force close and relaunch the app to search in the widget.-FB messenger bubble head super tiny after undocking.



						
							Solved!
						
						Go to Solution.



",Asteroid,,,"
Interesting...it sounds like that just undocking is causing some setting changes. This could be a bug that you found...
 
By chance, what happens if you make sure to close out all running applications before undocking?

Be sure to click "" ✓ Accept as Solution"" when you find an answer that works for you. If a post stand out to you, perhaps you could give that post a star to show other community members they were able to assist or was relevant to you. 



",1,Honored Contributor,"['\nInteresting...it sounds like that just undocking is causing some setting changes. This could be a bug that you found...\n\xa0\nBy chance, what happens if you make sure to close out all running applications before undocking?\n\nBe sure to click "" ✓ Accept as Solution"" when you find an answer that works for you. If a post stand out to you, perhaps you could give that post a star to show other community members they were able to assist or was relevant to you. \n\n\n\n']"
https://us.community.samsung.com/t5/Galaxy-S8-Questions-and-Answers/Just-wondering-how-do-we-deactivate-or-close-account-of-Samsung/m-p/170675#M20440,65,2,Samsung,Galaxy S8,Just wondering how do we deactivate or close account of Samsung Community?,"
Are my detail now Samsung's? Can I for the love of wee wee's can I deactivate my account?



						
							Solved!
						
						Go to Solution.



",Asteroid,,,"
Hey, @whysobutthurt.
Your Community account is tied to your Samsung Account. 
Check out the Welcome Board for more details on this service.

Be sure to click "" ✓ Accept as Solution"" when you find an answer that works for you.



",0,Samsung Moderator,[]
https://us.community.samsung.com/t5/Galaxy-S8-Questions-and-Answers/Does-Smart-Switch-backup-the-secure-folder/m-p/170604#M20433,191,1,Samsung,Galaxy S8,Does Smart Switch backup the secure folder?,"
Hi, I'm changing phone network, which requires me to perform a factory reset on my phone. I wish to backup my phone and restore it when I have changed network - does smart switch back up my phone's secure folder? I can't see it mentioned anywhere. Thanks,Henry



						
							Solved!
						
						Go to Solution.



",Constellation,,,"
Good question, @userj3SGYmtDnv.
Due to the way the Knox secure folder is made, you are unable to backup the data in this folder in order to ensure the utmost security for your data. However, all the other data on your device can be backed up using Smart Switch.
However, when you go into secure folder to uninstall it, it should give you an option to backup and uninstall; which basically moves everything from secure folder back to personal space on the internal SD card. You should then be able to migrate that information to the new phone and from there set up Secure Folder again. 
Hope this information helps a bit.  

Be sure to click "" ✓ Accept as Solution"" when you find an answer that works for you.



",1,Samsung Moderator,"['\nGood question, @userj3SGYmtDnv.\nDue to the way the Knox secure folder is made, you are unable to backup the data in this folder in order to ensure the utmost security for your data. However, all the other data on your device can be backed up using Smart Switch.\nHowever,\xa0when you go into secure folder to uninstall it, it should give you an option to backup and uninstall; which basically moves everything from secure folder back to personal space on the internal SD card. You should then be able to migrate that information to the new phone and from there set up Secure Folder again.\xa0\nHope this information helps a bit. \xa0\n\nBe sure to click "" ✓ Accept as Solution"" when you find an answer that works for you.\n\n\n\n']"
https://us.community.samsung.com/t5/Galaxy-S8-Questions-and-Answers/AkG-earbuds-stop-working/m-p/106639#M3773,2217,2,Samsung,Galaxy S8,AkG earbuds  stop working?,"
Hello. I just got the galaxy s8 and after using the earbuds that came from the case together with the phone (akg earbuds) no sound is coming out? I thought  it was the phone but other earbuds and even headphones i can listen to any sound (music and phone sounds) but the akg isnt. Still the earbud works when i want to lower the volume  and even pause the music but no sound.  Any ideas?



						
							Solved!
						
						Go to Solution.



",Constellation,,,"
It sounds like the earbuds themselves are just not working, but the controls on them still are. This very well could be hardware related. By chance if you plugged those AKG earbuds into another device to see if you get any sound from them at all? If you do not, then you'll need to reach out to the Support Team, let them know what's going on, and hopefully get those replaced for you.

Be sure to click "" ✓ Accept as Solution"" when you find an answer that works for you. If a post stand out to you, perhaps you could give that post a star to show other community members they were able to assist or was relevant to you. 



",1,Honored Contributor,"['\nIt sounds like the earbuds themselves are just not working, but the controls on them still are. This very well could be hardware related. By chance if you plugged those AKG earbuds into another device to see if you get any sound from them at all? If you do not, then you\'ll need to reach out to the Support Team, let them know what\'s going on, and hopefully get those replaced for you.\n\nBe sure to click "" ✓ Accept as Solution"" when you find an answer that works for you. If a post stand out to you, perhaps you could give that post a star to show other community members they were able to assist or was relevant to you. \n\n\n\n']"
